Sampling rate: 250Hz, SamplingInterval: 4ms
Type, Description, Position, Length, Channel
Pulse Artifact, R, 170638, 1, ECG
Pulse Artifact, R, 170859, 1, ECG
Pulse Artifact, R, 171097, 1, ECG
Pulse Artifact, R, 171342, 1, ECG
Pulse Artifact, R, 171578, 1, ECG
Pulse Artifact, R, 171795, 1, ECG
Pulse Artifact, R, 172050, 1, ECG
Pulse Artifact, R, 172297, 1, ECG
Pulse Artifact, R, 172548, 1, ECG
Pulse Artifact, R, 172771, 1, ECG
Pulse Artifact, R, 173012, 1, ECG
Pulse Artifact, R, 173261, 1, ECG
Pulse Artifact, R, 173514, 1, ECG
Pulse Artifact, R, 173742, 1, ECG
Pulse Artifact, R, 173980, 1, ECG
Pulse Artifact, R, 174240, 1, ECG
Pulse Artifact, R, 174492, 1, ECG
Pulse Artifact, R, 174713, 1, ECG
Pulse Artifact, R, 174935, 1, ECG
Pulse Artifact, R, 175173, 1, ECG
Pulse Artifact, R, 175414, 1, ECG
Pulse Artifact, R, 175652, 1, ECG
Pulse Artifact, R, 175872, 1, ECG
Pulse Artifact, R, 176114, 1, ECG
Pulse Artifact, R, 176362, 1, ECG
Pulse Artifact, R, 176603, 1, ECG
Pulse Artifact, R, 176824, 1, ECG
Pulse Artifact, R, 177066, 1, ECG
Pulse Artifact, R, 177315, 1, ECG
Pulse Artifact, R, 177556, 1, ECG
Pulse Artifact, R, 177785, 1, ECG
Pulse Artifact, R, 178013, 1, ECG
Pulse Artifact, R, 178257, 1, ECG
Pulse Artifact, R, 178499, 1, ECG
Pulse Artifact, R, 178723, 1, ECG
Pulse Artifact, R, 178957, 1, ECG
Pulse Artifact, R, 179209, 1, ECG
Pulse Artifact, R, 179452, 1, ECG
Pulse Artifact, R, 179675, 1, ECG
Pulse Artifact, R, 179915, 1, ECG
Pulse Artifact, R, 180164, 1, ECG
Pulse Artifact, R, 180405, 1, ECG
Pulse Artifact, R, 180629, 1, ECG
Pulse Artifact, R, 180871, 1, ECG
Pulse Artifact, R, 181136, 1, ECG
Pulse Artifact, R, 181393, 1, ECG
Pulse Artifact, R, 181634, 1, ECG
Pulse Artifact, R, 181862, 1, ECG
Pulse Artifact, R, 182114, 1, ECG
Pulse Artifact, R, 182366, 1, ECG
Pulse Artifact, R, 182610, 1, ECG
Pulse Artifact, R, 182829, 1, ECG
Pulse Artifact, R, 183055, 1, ECG
Pulse Artifact, R, 183298, 1, ECG
Pulse Artifact, R, 183559, 1, ECG
Pulse Artifact, R, 183797, 1, ECG
Pulse Artifact, R, 184020, 1, ECG
Pulse Artifact, R, 184273, 1, ECG
Pulse Artifact, R, 184527, 1, ECG
Pulse Artifact, R, 184776, 1, ECG
Pulse Artifact, R, 185005, 1, ECG
Pulse Artifact, R, 185228, 1, ECG
Pulse Artifact, R, 185477, 1, ECG
Pulse Artifact, R, 185726, 1, ECG
Pulse Artifact, R, 185953, 1, ECG
Pulse Artifact, R, 186185, 1, ECG
Pulse Artifact, R, 186434, 1, ECG
Pulse Artifact, R, 186678, 1, ECG
Pulse Artifact, R, 186901, 1, ECG
Pulse Artifact, R, 187151, 1, ECG
Pulse Artifact, R, 187399, 1, ECG
Pulse Artifact, R, 187635, 1, ECG
Pulse Artifact, R, 187850, 1, ECG
Pulse Artifact, R, 188085, 1, ECG
Pulse Artifact, R, 188330, 1, ECG
Pulse Artifact, R, 188568, 1, ECG
Pulse Artifact, R, 188789, 1, ECG
Pulse Artifact, R, 189030, 1, ECG
Pulse Artifact, R, 189286, 1, ECG
Pulse Artifact, R, 189530, 1, ECG
Pulse Artifact, R, 189746, 1, ECG
Pulse Artifact, R, 189973, 1, ECG
Pulse Artifact, R, 190222, 1, ECG
Pulse Artifact, R, 190471, 1, ECG
Pulse Artifact, R, 190716, 1, ECG
Pulse Artifact, R, 190935, 1, ECG
Pulse Artifact, R, 191175, 1, ECG
Pulse Artifact, R, 191435, 1, ECG
Pulse Artifact, R, 191688, 1, ECG
Pulse Artifact, R, 191913, 1, ECG
Pulse Artifact, R, 192159, 1, ECG
Pulse Artifact, R, 192418, 1, ECG
Pulse Artifact, R, 192678, 1, ECG
Pulse Artifact, R, 192907, 1, ECG
Pulse Artifact, R, 193143, 1, ECG
Pulse Artifact, R, 193397, 1, ECG
Pulse Artifact, R, 193643, 1, ECG
Pulse Artifact, R, 193863, 1, ECG
Pulse Artifact, R, 194104, 1, ECG
Pulse Artifact, R, 194366, 1, ECG
Pulse Artifact, R, 194624, 1, ECG
Pulse Artifact, R, 194849, 1, ECG
Pulse Artifact, R, 195085, 1, ECG
Pulse Artifact, R, 195341, 1, ECG
Pulse Artifact, R, 195592, 1, ECG
Pulse Artifact, R, 195822, 1, ECG
Pulse Artifact, R, 196058, 1, ECG
Pulse Artifact, R, 196312, 1, ECG
Pulse Artifact, R, 196554, 1, ECG
Pulse Artifact, R, 196774, 1, ECG
Pulse Artifact, R, 197006, 1, ECG
Pulse Artifact, R, 197250, 1, ECG
Pulse Artifact, R, 197503, 1, ECG
Pulse Artifact, R, 197724, 1, ECG
Pulse Artifact, R, 197954, 1, ECG
Pulse Artifact, R, 198211, 1, ECG
Pulse Artifact, R, 198459, 1, ECG
Pulse Artifact, R, 198683, 1, ECG
Pulse Artifact, R, 198926, 1, ECG
Pulse Artifact, R, 199182, 1, ECG
Pulse Artifact, R, 199433, 1, ECG
Pulse Artifact, R, 199660, 1, ECG
Pulse Artifact, R, 199890, 1, ECG
Pulse Artifact, R, 200141, 1, ECG
Pulse Artifact, R, 200384, 1, ECG
Pulse Artifact, R, 200618, 1, ECG
Pulse Artifact, R, 200840, 1, ECG
Pulse Artifact, R, 201089, 1, ECG
Pulse Artifact, R, 201334, 1, ECG
Pulse Artifact, R, 201576, 1, ECG
Pulse Artifact, R, 201795, 1, ECG
Pulse Artifact, R, 202038, 1, ECG
Pulse Artifact, R, 202293, 1, ECG
Pulse Artifact, R, 202548, 1, ECG
Pulse Artifact, R, 202772, 1, ECG
Pulse Artifact, R, 203012, 1, ECG
Pulse Artifact, R, 203266, 1, ECG
Pulse Artifact, R, 203516, 1, ECG
Pulse Artifact, R, 203749, 1, ECG
Pulse Artifact, R, 203983, 1, ECG
Pulse Artifact, R, 204236, 1, ECG
Pulse Artifact, R, 204485, 1, ECG
Pulse Artifact, R, 204710, 1, ECG
Pulse Artifact, R, 204938, 1, ECG
Pulse Artifact, R, 205181, 1, ECG
Pulse Artifact, R, 205428, 1, ECG
Pulse Artifact, R, 205661, 1, ECG
Pulse Artifact, R, 205895, 1, ECG
Pulse Artifact, R, 206143, 1, ECG
Pulse Artifact, R, 206388, 1, ECG
Pulse Artifact, R, 206632, 1, ECG
Pulse Artifact, R, 206857, 1, ECG
Pulse Artifact, R, 207099, 1, ECG
Pulse Artifact, R, 207350, 1, ECG
Pulse Artifact, R, 207601, 1, ECG
Pulse Artifact, R, 207826, 1, ECG
Pulse Artifact, R, 208072, 1, ECG
Pulse Artifact, R, 208344, 1, ECG
Pulse Artifact, R, 208592, 1, ECG
Pulse Artifact, R, 208820, 1, ECG
Pulse Artifact, R, 209050, 1, ECG
Pulse Artifact, R, 209296, 1, ECG
Pulse Artifact, R, 209536, 1, ECG
Pulse Artifact, R, 209760, 1, ECG
Pulse Artifact, R, 210006, 1, ECG
Pulse Artifact, R, 210260, 1, ECG
Pulse Artifact, R, 210501, 1, ECG
Pulse Artifact, R, 210730, 1, ECG
Pulse Artifact, R, 210975, 1, ECG
Pulse Artifact, R, 211231, 1, ECG
Pulse Artifact, R, 211473, 1, ECG
Pulse Artifact, R, 211699, 1, ECG
Pulse Artifact, R, 211936, 1, ECG
Pulse Artifact, R, 212189, 1, ECG
Pulse Artifact, R, 212435, 1, ECG
Pulse Artifact, R, 212665, 1, ECG
Pulse Artifact, R, 212895, 1, ECG
Pulse Artifact, R, 213147, 1, ECG
Pulse Artifact, R, 213415, 1, ECG
Pulse Artifact, R, 213664, 1, ECG
Pulse Artifact, R, 213891, 1, ECG
Pulse Artifact, R, 214151, 1, ECG
Pulse Artifact, R, 214617, 1, ECG
Pulse Artifact, R, 214858, 1, ECG
Pulse Artifact, R, 215102, 1, ECG
Pulse Artifact, R, 215348, 1, ECG
Pulse Artifact, R, 215593, 1, ECG
Pulse Artifact, R, 215813, 1, ECG
Pulse Artifact, R, 216076, 1, ECG
Pulse Artifact, R, 216556, 1, ECG
Pulse Artifact, R, 216796, 1, ECG
Pulse Artifact, R, 217026, 1, ECG
Pulse Artifact, R, 217269, 1, ECG
Pulse Artifact, R, 217509, 1, ECG
Pulse Artifact, R, 217740, 1, ECG
Pulse Artifact, R, 217966, 1, ECG
Pulse Artifact, R, 218246, 1, ECG
Pulse Artifact, R, 218705, 1, ECG
Pulse Artifact, R, 218945, 1, ECG
Pulse Artifact, R, 219188, 1, ECG
Pulse Artifact, R, 219448, 1, ECG
Pulse Artifact, R, 219675, 1, ECG
Pulse Artifact, R, 219916, 1, ECG
Pulse Artifact, R, 220394, 1, ECG
Pulse Artifact, R, 220631, 1, ECG
Pulse Artifact, R, 220864, 1, ECG
Pulse Artifact, R, 221127, 1, ECG
Pulse Artifact, R, 221372, 1, ECG
Pulse Artifact, R, 221602, 1, ECG
Pulse Artifact, R, 221851, 1, ECG
Pulse Artifact, R, 222323, 1, ECG
Pulse Artifact, R, 222560, 1, ECG
Pulse Artifact, R, 222794, 1, ECG
Pulse Artifact, R, 223033, 1, ECG
Pulse Artifact, R, 223279, 1, ECG
Pulse Artifact, R, 223512, 1, ECG
Pulse Artifact, R, 223736, 1, ECG
Pulse Artifact, R, 224010, 1, ECG
Pulse Artifact, R, 224482, 1, ECG
Pulse Artifact, R, 224719, 1, ECG
Pulse Artifact, R, 224953, 1, ECG
Pulse Artifact, R, 225195, 1, ECG
Pulse Artifact, R, 225432, 1, ECG
Pulse Artifact, R, 225658, 1, ECG
Pulse Artifact, R, 225898, 1, ECG
Pulse Artifact, R, 226157, 1, ECG
Pulse Artifact, R, 226409, 1, ECG
Pulse Artifact, R, 226646, 1, ECG
Pulse Artifact, R, 226883, 1, ECG
Pulse Artifact, R, 227363, 1, ECG
Pulse Artifact, R, 227600, 1, ECG
Pulse Artifact, R, 227824, 1, ECG
Pulse Artifact, R, 228066, 1, ECG
Pulse Artifact, R, 228301, 1, ECG
Pulse Artifact, R, 228545, 1, ECG
Pulse Artifact, R, 228764, 1, ECG
Pulse Artifact, R, 229026, 1, ECG
Pulse Artifact, R, 229499, 1, ECG
Pulse Artifact, R, 229735, 1, ECG
Pulse Artifact, R, 229970, 1, ECG
Pulse Artifact, R, 230215, 1, ECG
Pulse Artifact, R, 230454, 1, ECG
Pulse Artifact, R, 230678, 1, ECG
Pulse Artifact, R, 230927, 1, ECG
Pulse Artifact, R, 231418, 1, ECG
Pulse Artifact, R, 231885, 1, ECG
Pulse Artifact, R, 232124, 1, ECG
Pulse Artifact, R, 232386, 1, ECG
Pulse Artifact, R, 232639, 1, ECG
Pulse Artifact, R, 232872, 1, ECG
Pulse Artifact, R, 233342, 1, ECG
Pulse Artifact, R, 233597, 1, ECG
Pulse Artifact, R, 233825, 1, ECG
Pulse Artifact, R, 234054, 1, ECG
Pulse Artifact, R, 234321, 1, ECG
Pulse Artifact, R, 234572, 1, ECG
Pulse Artifact, R, 234800, 1, ECG
Pulse Artifact, R, 235040, 1, ECG
Pulse Artifact, R, 235292, 1, ECG
Pulse Artifact, R, 235746, 1, ECG
Pulse Artifact, R, 235985, 1, ECG
Pulse Artifact, R, 236220, 1, ECG
Pulse Artifact, R, 236460, 1, ECG
Pulse Artifact, R, 236687, 1, ECG
Pulse Artifact, R, 236910, 1, ECG
Pulse Artifact, R, 237162, 1, ECG
Pulse Artifact, R, 237637, 1, ECG
Pulse Artifact, R, 237869, 1, ECG
Pulse Artifact, R, 238098, 1, ECG
Pulse Artifact, R, 238339, 1, ECG
Pulse Artifact, R, 238579, 1, ECG
Pulse Artifact, R, 238801, 1, ECG
Pulse Artifact, R, 239042, 1, ECG
Pulse Artifact, R, 239308, 1, ECG
Pulse Artifact, R, 239773, 1, ECG
Pulse Artifact, R, 240009, 1, ECG
Pulse Artifact, R, 240245, 1, ECG
Pulse Artifact, R, 240482, 1, ECG
Pulse Artifact, R, 240701, 1, ECG
Pulse Artifact, R, 240950, 1, ECG
Pulse Artifact, R, 241425, 1, ECG
Pulse Artifact, R, 241658, 1, ECG
Pulse Artifact, R, 241898, 1, ECG
Pulse Artifact, R, 242151, 1, ECG
Pulse Artifact, R, 242392, 1, ECG
Pulse Artifact, R, 242611, 1, ECG
Pulse Artifact, R, 242868, 1, ECG
Pulse Artifact, R, 243338, 1, ECG
Pulse Artifact, R, 243577, 1, ECG
Pulse Artifact, R, 243803, 1, ECG
Pulse Artifact, R, 244050, 1, ECG
Pulse Artifact, R, 244317, 1, ECG
Pulse Artifact, R, 244764, 1, ECG
Pulse Artifact, R, 245011, 1, ECG
Pulse Artifact, R, 245253, 1, ECG
Pulse Artifact, R, 245510, 1, ECG
Pulse Artifact, R, 245734, 1, ECG
Pulse Artifact, R, 245978, 1, ECG
Pulse Artifact, R, 246237, 1, ECG
Pulse Artifact, R, 246689, 1, ECG
Pulse Artifact, R, 246929, 1, ECG
Pulse Artifact, R, 247162, 1, ECG
Pulse Artifact, R, 247402, 1, ECG
Pulse Artifact, R, 247622, 1, ECG
Pulse Artifact, R, 247856, 1, ECG
Pulse Artifact, R, 248343, 1, ECG
Pulse Artifact, R, 248576, 1, ECG
Pulse Artifact, R, 248813, 1, ECG
Pulse Artifact, R, 249051, 1, ECG
Pulse Artifact, R, 249288, 1, ECG
Pulse Artifact, R, 249515, 1, ECG
Pulse Artifact, R, 250004, 1, ECG
Pulse Artifact, R, 250254, 1, ECG
Pulse Artifact, R, 250474, 1, ECG
Pulse Artifact, R, 250722, 1, ECG
Pulse Artifact, R, 250988, 1, ECG
Pulse Artifact, R, 251444, 1, ECG
Pulse Artifact, R, 251685, 1, ECG
Pulse Artifact, R, 251918, 1, ECG
Pulse Artifact, R, 252156, 1, ECG
Pulse Artifact, R, 252373, 1, ECG
Pulse Artifact, R, 252610, 1, ECG
Pulse Artifact, R, 252877, 1, ECG
Pulse Artifact, R, 253327, 1, ECG
Pulse Artifact, R, 253573, 1, ECG
Pulse Artifact, R, 253811, 1, ECG
Pulse Artifact, R, 254052, 1, ECG
Pulse Artifact, R, 254276, 1, ECG
Pulse Artifact, R, 254507, 1, ECG
Pulse Artifact, R, 254771, 1, ECG
Pulse Artifact, R, 255020, 1, ECG
Pulse Artifact, R, 255245, 1, ECG
Pulse Artifact, R, 255484, 1, ECG
Pulse Artifact, R, 255954, 1, ECG
Pulse Artifact, R, 256188, 1, ECG
Pulse Artifact, R, 256420, 1, ECG
Pulse Artifact, R, 256657, 1, ECG
Pulse Artifact, R, 256896, 1, ECG
Pulse Artifact, R, 257119, 1, ECG
Pulse Artifact, R, 257358, 1, ECG
Pulse Artifact, R, 257625, 1, ECG
Pulse Artifact, R, 258085, 1, ECG
Pulse Artifact, R, 258328, 1, ECG
Pulse Artifact, R, 258562, 1, ECG
Pulse Artifact, R, 258796, 1, ECG
Pulse Artifact, R, 259011, 1, ECG
Pulse Artifact, R, 259254, 1, ECG
Pulse Artifact, R, 259735, 1, ECG
Pulse Artifact, R, 259970, 1, ECG
Pulse Artifact, R, 260193, 1, ECG
Pulse Artifact, R, 260435, 1, ECG
Pulse Artifact, R, 260688, 1, ECG
Pulse Artifact, R, 260929, 1, ECG
Pulse Artifact, R, 261155, 1, ECG
Pulse Artifact, R, 261406, 1, ECG
Pulse Artifact, R, 261873, 1, ECG
Pulse Artifact, R, 262109, 1, ECG
Pulse Artifact, R, 262341, 1, ECG
Pulse Artifact, R, 262583, 1, ECG
Pulse Artifact, R, 262818, 1, ECG
Pulse Artifact, R, 263042, 1, ECG
Pulse Artifact, R, 263276, 1, ECG
Pulse Artifact, R, 263544, 1, ECG
Pulse Artifact, R, 264003, 1, ECG
Pulse Artifact, R, 264243, 1, ECG
Pulse Artifact, R, 264476, 1, ECG
Pulse Artifact, R, 264706, 1, ECG
Pulse Artifact, R, 264931, 1, ECG
Pulse Artifact, R, 265164, 1, ECG
Pulse Artifact, R, 265653, 1, ECG
Pulse Artifact, R, 265891, 1, ECG
Pulse Artifact, R, 266119, 1, ECG
Pulse Artifact, R, 266358, 1, ECG
Pulse Artifact, R, 266595, 1, ECG
Pulse Artifact, R, 266817, 1, ECG
Pulse Artifact, R, 267048, 1, ECG
Pulse Artifact, R, 267303, 1, ECG
Pulse Artifact, R, 267556, 1, ECG
Pulse Artifact, R, 267784, 1, ECG
Pulse Artifact, R, 268021, 1, ECG
Pulse Artifact, R, 268269, 1, ECG
Pulse Artifact, R, 268514, 1, ECG
Pulse Artifact, R, 268736, 1, ECG
Pulse Artifact, R, 268964, 1, ECG
Pulse Artifact, R, 269207, 1, ECG
Pulse Artifact, R, 269445, 1, ECG
Pulse Artifact, R, 269671, 1, ECG
Pulse Artifact, R, 269904, 1, ECG
Pulse Artifact, R, 270151, 1, ECG
Pulse Artifact, R, 270399, 1, ECG
Pulse Artifact, R, 270625, 1, ECG
Pulse Artifact, R, 270856, 1, ECG
Pulse Artifact, R, 271098, 1, ECG
Pulse Artifact, R, 271345, 1, ECG
Pulse Artifact, R, 271594, 1, ECG
Pulse Artifact, R, 271815, 1, ECG
Pulse Artifact, R, 272054, 1, ECG
Pulse Artifact, R, 272312, 1, ECG
Pulse Artifact, R, 272551, 1, ECG
Pulse Artifact, R, 272776, 1, ECG
Pulse Artifact, R, 273026, 1, ECG
Pulse Artifact, R, 273270, 1, ECG
Pulse Artifact, R, 273512, 1, ECG
Pulse Artifact, R, 273741, 1, ECG
Pulse Artifact, R, 273983, 1, ECG
Pulse Artifact, R, 274228, 1, ECG
Pulse Artifact, R, 274471, 1, ECG
Pulse Artifact, R, 274695, 1, ECG
Pulse Artifact, R, 274939, 1, ECG
Pulse Artifact, R, 275191, 1, ECG
Pulse Artifact, R, 275441, 1, ECG
Pulse Artifact, R, 275668, 1, ECG
Pulse Artifact, R, 275912, 1, ECG
Pulse Artifact, R, 276158, 1, ECG
Pulse Artifact, R, 276407, 1, ECG
Pulse Artifact, R, 276637, 1, ECG
Pulse Artifact, R, 276883, 1, ECG
Pulse Artifact, R, 277137, 1, ECG
Pulse Artifact, R, 277379, 1, ECG
Pulse Artifact, R, 277604, 1, ECG
Pulse Artifact, R, 277854, 1, ECG
Pulse Artifact, R, 278109, 1, ECG
Pulse Artifact, R, 278348, 1, ECG
Pulse Artifact, R, 278577, 1, ECG
Pulse Artifact, R, 278815, 1, ECG
Pulse Artifact, R, 279063, 1, ECG
Pulse Artifact, R, 279310, 1, ECG
Pulse Artifact, R, 279533, 1, ECG
Pulse Artifact, R, 279769, 1, ECG
Pulse Artifact, R, 280009, 1, ECG
Pulse Artifact, R, 280251, 1, ECG
Pulse Artifact, R, 280478, 1, ECG
Pulse Artifact, R, 280721, 1, ECG
Pulse Artifact, R, 280964, 1, ECG
Pulse Artifact, R, 281208, 1, ECG
Pulse Artifact, R, 281437, 1, ECG
Pulse Artifact, R, 281669, 1, ECG
Pulse Artifact, R, 281912, 1, ECG
Pulse Artifact, R, 282156, 1, ECG
Pulse Artifact, R, 282383, 1, ECG
Pulse Artifact, R, 282611, 1, ECG
Pulse Artifact, R, 282853, 1, ECG
Pulse Artifact, R, 283098, 1, ECG
Pulse Artifact, R, 283320, 1, ECG
Pulse Artifact, R, 283542, 1, ECG
Pulse Artifact, R, 283788, 1, ECG
Pulse Artifact, R, 284035, 1, ECG
Pulse Artifact, R, 284263, 1, ECG
Pulse Artifact, R, 284484, 1, ECG
Pulse Artifact, R, 284751, 1, ECG
Pulse Artifact, R, 285002, 1, ECG
Pulse Artifact, R, 285240, 1, ECG
Pulse Artifact, R, 285462, 1, ECG
Pulse Artifact, R, 285712, 1, ECG
Pulse Artifact, R, 285965, 1, ECG
Pulse Artifact, R, 286209, 1, ECG
Pulse Artifact, R, 286427, 1, ECG
Pulse Artifact, R, 286660, 1, ECG
Pulse Artifact, R, 286906, 1, ECG
Pulse Artifact, R, 287148, 1, ECG
Pulse Artifact, R, 287372, 1, ECG
Pulse Artifact, R, 287613, 1, ECG
Pulse Artifact, R, 287855, 1, ECG
Pulse Artifact, R, 288093, 1, ECG
Pulse Artifact, R, 288319, 1, ECG
Pulse Artifact, R, 288562, 1, ECG
Pulse Artifact, R, 288810, 1, ECG
Pulse Artifact, R, 289054, 1, ECG
Pulse Artifact, R, 289281, 1, ECG
Pulse Artifact, R, 289525, 1, ECG
Pulse Artifact, R, 289778, 1, ECG
Pulse Artifact, R, 290020, 1, ECG
Pulse Artifact, R, 290249, 1, ECG
Pulse Artifact, R, 290486, 1, ECG
Pulse Artifact, R, 290730, 1, ECG
Pulse Artifact, R, 290977, 1, ECG
Pulse Artifact, R, 291198, 1, ECG
Pulse Artifact, R, 291437, 1, ECG
Pulse Artifact, R, 291696, 1, ECG
Pulse Artifact, R, 291953, 1, ECG
Pulse Artifact, R, 292179, 1, ECG
Pulse Artifact, R, 292417, 1, ECG
Pulse Artifact, R, 292675, 1, ECG
Pulse Artifact, R, 292928, 1, ECG
Pulse Artifact, R, 293148, 1, ECG
Pulse Artifact, R, 293385, 1, ECG
Pulse Artifact, R, 293628, 1, ECG
Pulse Artifact, R, 293872, 1, ECG
Pulse Artifact, R, 294095, 1, ECG
Pulse Artifact, R, 294336, 1, ECG
Pulse Artifact, R, 294587, 1, ECG
Pulse Artifact, R, 294837, 1, ECG
Pulse Artifact, R, 295068, 1, ECG
Pulse Artifact, R, 295304, 1, ECG
Pulse Artifact, R, 295556, 1, ECG
Pulse Artifact, R, 295804, 1, ECG
Pulse Artifact, R, 296049, 1, ECG
Pulse Artifact, R, 296274, 1, ECG
Pulse Artifact, R, 296514, 1, ECG
Pulse Artifact, R, 296754, 1, ECG
Pulse Artifact, R, 296993, 1, ECG
Pulse Artifact, R, 297216, 1, ECG
Pulse Artifact, R, 297454, 1, ECG
Pulse Artifact, R, 297696, 1, ECG
Pulse Artifact, R, 297933, 1, ECG
Pulse Artifact, R, 298159, 1, ECG
Pulse Artifact, R, 298403, 1, ECG
Pulse Artifact, R, 298647, 1, ECG
Pulse Artifact, R, 298880, 1, ECG
Pulse Artifact, R, 299106, 1, ECG
Pulse Artifact, R, 299350, 1, ECG
Pulse Artifact, R, 299592, 1, ECG
Pulse Artifact, R, 299834, 1, ECG
Pulse Artifact, R, 300058, 1, ECG
Pulse Artifact, R, 300300, 1, ECG
Pulse Artifact, R, 300547, 1, ECG
Pulse Artifact, R, 300791, 1, ECG
Pulse Artifact, R, 301019, 1, ECG
Pulse Artifact, R, 301257, 1, ECG
Pulse Artifact, R, 301501, 1, ECG
Pulse Artifact, R, 301743, 1, ECG
Pulse Artifact, R, 301968, 1, ECG
Pulse Artifact, R, 302205, 1, ECG
Pulse Artifact, R, 302449, 1, ECG
Pulse Artifact, R, 302686, 1, ECG
Pulse Artifact, R, 302910, 1, ECG
Pulse Artifact, R, 303148, 1, ECG
Pulse Artifact, R, 303393, 1, ECG
Pulse Artifact, R, 303630, 1, ECG
Pulse Artifact, R, 303856, 1, ECG
Pulse Artifact, R, 304107, 1, ECG
Pulse Artifact, R, 304353, 1, ECG
Pulse Artifact, R, 304583, 1, ECG
Pulse Artifact, R, 304817, 1, ECG
Pulse Artifact, R, 305067, 1, ECG
Pulse Artifact, R, 305313, 1, ECG
Pulse Artifact, R, 305542, 1, ECG
Pulse Artifact, R, 305788, 1, ECG
Pulse Artifact, R, 306037, 1, ECG
Pulse Artifact, R, 306284, 1, ECG
Pulse Artifact, R, 306514, 1, ECG
Pulse Artifact, R, 306759, 1, ECG
Pulse Artifact, R, 307013, 1, ECG
Pulse Artifact, R, 307259, 1, ECG
Pulse Artifact, R, 307488, 1, ECG
Pulse Artifact, R, 307731, 1, ECG
Pulse Artifact, R, 307979, 1, ECG
Pulse Artifact, R, 308223, 1, ECG
Pulse Artifact, R, 308449, 1, ECG
Pulse Artifact, R, 308688, 1, ECG
Pulse Artifact, R, 308932, 1, ECG
Pulse Artifact, R, 309179, 1, ECG
Pulse Artifact, R, 309405, 1, ECG
Pulse Artifact, R, 309647, 1, ECG
Pulse Artifact, R, 309894, 1, ECG
Pulse Artifact, R, 310138, 1, ECG
Pulse Artifact, R, 310365, 1, ECG
Pulse Artifact, R, 310609, 1, ECG
Pulse Artifact, R, 310853, 1, ECG
Pulse Artifact, R, 311095, 1, ECG
Pulse Artifact, R, 311328, 1, ECG
Pulse Artifact, R, 311561, 1, ECG
Pulse Artifact, R, 311812, 1, ECG
Pulse Artifact, R, 312061, 1, ECG
Pulse Artifact, R, 312300, 1, ECG
Pulse Artifact, R, 312524, 1, ECG
Pulse Artifact, R, 312765, 1, ECG
Pulse Artifact, R, 313007, 1, ECG
Pulse Artifact, R, 313250, 1, ECG
Pulse Artifact, R, 313477, 1, ECG
Pulse Artifact, R, 313716, 1, ECG
Pulse Artifact, R, 313953, 1, ECG
Pulse Artifact, R, 314193, 1, ECG
Pulse Artifact, R, 314416, 1, ECG
Pulse Artifact, R, 314651, 1, ECG
Pulse Artifact, R, 314894, 1, ECG
Pulse Artifact, R, 315130, 1, ECG
Pulse Artifact, R, 315359, 1, ECG
Pulse Artifact, R, 315588, 1, ECG
Pulse Artifact, R, 315834, 1, ECG
Pulse Artifact, R, 316071, 1, ECG
Pulse Artifact, R, 316299, 1, ECG
Pulse Artifact, R, 316548, 1, ECG
Pulse Artifact, R, 316794, 1, ECG
Pulse Artifact, R, 317033, 1, ECG
Pulse Artifact, R, 317260, 1, ECG
Pulse Artifact, R, 317505, 1, ECG
Pulse Artifact, R, 317751, 1, ECG
Pulse Artifact, R, 317987, 1, ECG
Pulse Artifact, R, 318211, 1, ECG
Pulse Artifact, R, 318453, 1, ECG
Pulse Artifact, R, 318705, 1, ECG
Pulse Artifact, R, 318942, 1, ECG
Pulse Artifact, R, 319165, 1, ECG
Pulse Artifact, R, 319407, 1, ECG
Pulse Artifact, R, 319655, 1, ECG
Pulse Artifact, R, 319898, 1, ECG
Pulse Artifact, R, 320121, 1, ECG
Pulse Artifact, R, 320358, 1, ECG
Pulse Artifact, R, 320605, 1, ECG
Pulse Artifact, R, 320844, 1, ECG
Pulse Artifact, R, 321068, 1, ECG
Pulse Artifact, R, 321308, 1, ECG
Pulse Artifact, R, 321557, 1, ECG
Pulse Artifact, R, 321795, 1, ECG
Pulse Artifact, R, 322022, 1, ECG
Pulse Artifact, R, 322259, 1, ECG
Pulse Artifact, R, 322505, 1, ECG
Pulse Artifact, R, 322749, 1, ECG
Pulse Artifact, R, 322976, 1, ECG
Pulse Artifact, R, 323215, 1, ECG
Pulse Artifact, R, 323464, 1, ECG
Pulse Artifact, R, 323708, 1, ECG
Pulse Artifact, R, 323934, 1, ECG
Pulse Artifact, R, 324172, 1, ECG
Pulse Artifact, R, 324418, 1, ECG
Pulse Artifact, R, 324660, 1, ECG
Pulse Artifact, R, 324884, 1, ECG
Pulse Artifact, R, 325123, 1, ECG
Pulse Artifact, R, 325372, 1, ECG
Pulse Artifact, R, 325611, 1, ECG
Pulse Artifact, R, 325839, 1, ECG
Pulse Artifact, R, 326079, 1, ECG
Pulse Artifact, R, 326330, 1, ECG
Pulse Artifact, R, 326570, 1, ECG
Pulse Artifact, R, 326795, 1, ECG
Pulse Artifact, R, 327038, 1, ECG
Pulse Artifact, R, 327283, 1, ECG
Pulse Artifact, R, 327527, 1, ECG
Pulse Artifact, R, 327762, 1, ECG
Pulse Artifact, R, 327990, 1, ECG
Pulse Artifact, R, 328230, 1, ECG
Pulse Artifact, R, 328477, 1, ECG
Pulse Artifact, R, 328704, 1, ECG
